,FECHA,id_vacio,AÑO,LOM,TEC,DIC,MCM,TLA,XAL,EDL,IBM,NEZ,MON,EAJ,AJU,MPA,SNT,COR,LAA
0,,52,2013,,,,,,,,,,,,,,,,
1,,52,2014,,,,,,,,,,,,,,,,
2,,52,2015,,,,,,,,,,,,,,,,
3,,52,2016,,,,,,,,,,,,,,,,
4,,52,2017,,,,,,,,,,,,,,,,
